PZN;ENR;Bearbeitungsnummer;Referenzierte Erstmeldung;Meldungsart;Beginn;Ende;Datum der letzten Meldung;Art des Grundes;Arzneimittlbezeichnung;Atc Code;Wirkstoffe;Krankenhausrelevant;Zulassungsinhaber;Telefon;E-Mail;Grund;Anm. zum Grund;Alternativpräparat;Datum der Erstmeldung;Info an Fachkreise;Darreichungsform;klassifikation
11509818;2182006;LE2025004369;LE2025002187;Änderungsmeldung;01.05.2025;31.10.2026;05.12.2025;Produktionsproblem;Ipratropiumbromid 250 Mikrogramm / 1 ml Stulln;R03BB01;Ipratropiumbromid;ja;Penta Arzneimittel GmbH;N/A;cornelius@penta-arzneimittel.de;Probleme in der Herstellung;N/A;N/A;30.06.2025;Nein;Lösung für einen Vernebler;weder versrel noch verskri
07587132;2195550;LE2025004322;LE2023002447;Änderungsmeldung;01.05.2022;31.12.2026;03.12.2025;Produktionsproblem;Bendamustin beta 180 mg/4 ml Konzentrat zur Herstellung einer Infusionslösung;L01AA09;Bendamustinhydrochlorid-Monohydrat;ja;betapharm Arzneimittel GmbH;082174881471;klaus.loechner@drreddys.com;Sonstige;Shortage is linked to the API. Although Type II variation which was submitted in Nov 2021 got approved, api production could not be started since other changes were submitted via variation DE/H/4539/001/IB/019 which has been finally approved in May 2023.;N/A;23.06.2023;Nein;Konzentrat zur Herstellung einer Infusionslösung;weder versrel noch verskri
14244266;2202466;LE2025004320;LE2024002630;Änderungsmeldung;15.07.2024;30.04.2026;03.12.2025;Produktionsproblem;Atomoxetin beta 100 mg Hartkapseln;N06BA09;Atomoxetinhydrochlorid;nein;betapharm Arzneimittel GmbH;01741856807;ulrich.wieland@drreddys.com;Probleme in der Herstellung;N/A;N/A;15.07.2024;Vorgesehen;Hartkapsel;weder versrel noch verskri
01058846;0428117;LE2025004293;LE2025001267;Änderungsmeldung;30.01.2025;01.07.2026;02.12.2025;Sonstige;Ubretid Tabletten;N07AA03;Distigminbromid;nein;Cheplapharm Arzneimittel GmbH;N/A;RA-Distigmine@cheplapharm.com;Probleme beim Wirkstoffhersteller;N/A;N/A;11.04.2025;Nein;Tablette;versrel
02499765;0428117;LE2025004293;LE2025001267;Änderungsmeldung;30.01.2025;01.07.2026;02.12.2025;Sonstige;Ubretid Tabletten;N07AA03;Distigminbromid;nein;Cheplapharm Arzneimittel GmbH;N/A;RA-Distigmine@cheplapharm.com;Probleme beim Wirkstoffhersteller;N/A;N/A;11.04.2025;Nein;Tablette;versrel
01684503;3002180;LE2025004286;LE2025001731;Änderungsmeldung;01.05.2025;31.12.2026;02.12.2025;Sonstige;Metypred forte 1000mg GALEN;H02AB04;Natrium(methylprednisolon-21-succinat);nein;GALENpharma GmbH;N/A;vertrieb@galenpharma.de;Sonstige;N/A;Urbason solubile forte 1000 mg - Einreichungsnummer: 0085717;20.05.2025;Nein;Pulver zur Herstellung einer Injektions- bzw. Infusionslösung,Lösungsmittel;weder versrel noch verskri
05020757;3002180;LE2025004286;LE2025001731;Änderungsmeldung;01.05.2025;31.12.2026;02.12.2025;Sonstige;Metypred forte 1000mg GALEN;H02AB04;Natrium(methylprednisolon-21-succinat);nein;GALENpharma GmbH;N/A;vertrieb@galenpharma.de;Sonstige;N/A;Urbason solubile forte 1000 mg - Einreichungsnummer: 0085717;20.05.2025;Nein;Pulver zur Herstellung einer Injektions- bzw. Infusionslösung,Lösungsmittel;weder versrel noch verskri
09087480;3002180;LE2025004286;LE2025001731;Änderungsmeldung;01.05.2025;31.12.2026;02.12.2025;Sonstige;Metypred forte 1000mg GALEN;H02AB04;Natrium(methylprednisolon-21-succinat);nein;GALENpharma GmbH;N/A;vertrieb@galenpharma.de;Sonstige;N/A;Urbason solubile forte 1000 mg - Einreichungsnummer: 0085717;20.05.2025;Nein;Pulver zur Herstellung einer Injektions- bzw. Infusionslösung,Lösungsmittel;weder versrel noch verskri
01684472;3002126;LE2025004285;LE2025001732;Änderungsmeldung;01.05.2025;31.12.2026;02.12.2025;Sonstige;Metypred 250mg GALEN;H02AB04;Natrium(methylprednisolon-21-succinat);nein;GALENpharma GmbH;N/A;vertrieb@galenpharma.de;Sonstige;N/A;Urbason solubile forte 250 mg - Einreichungsnummer: 0085746;20.05.2025;Nein;Pulver zur Herstellung einer Injektions- bzw. Infusionslösung,Lösungsmittel;weder versrel noch verskri
11359916;3002126;LE2025004285;LE2025001732;Änderungsmeldung;01.05.2025;31.12.2026;02.12.2025;Sonstige;Metypred 250mg GALEN;H02AB04;Natrium(methylprednisolon-21-succinat);nein;GALENpharma GmbH;N/A;vertrieb@galenpharma.de;Sonstige;N/A;Urbason solubile forte 250 mg - Einreichungsnummer: 0085746;20.05.2025;Nein;Pulver zur Herstellung einer Injektions- bzw. Infusionslösung,Lösungsmittel;weder versrel noch verskri
01684466;3002179;LE2025004284;LE2025001733;Änderungsmeldung;01.05.2025;31.12.2026;02.12.2025;Sonstige;Metypred 125mg GALEN;H02AB04;Natrium(methylprednisolon-21-succinat);nein;GALENpharma GmbH;N/A;vertrieb@galenpharma.de;Sonstige;N/A;N/A;20.05.2025;Nein;Pulver zur Herstellung einer Injektions- bzw. Infusionslösung,Lösungsmittel;weder versrel noch verskri
10123790;2182187;LE2025004214;LE2025003217;Änderungsmeldung;09.09.2025;31.12.2026;27.11.2025;Produktionsproblem;Adenosin Altamedics 3 mg/ml Injektionslösung;C01EB10;Adenosin;ja;ALTAMEDICS GmbH;0221 277 299 100;info@altamedics.de;Herstellerwechsel;N/A;N/A;09.09.2025;Nein;Injektionslösung;versrel
10123784;2182188;LE2025004213;LE2024000987;Änderungsmeldung;01.03.2024;31.12.2026;27.11.2025;Produktionsproblem;Adenosin Altamedics 30 mg/10 ml Infusionslösung;C01EB10;Adenosin;ja;ALTAMEDICS GmbH;0221 277 299 100;info@altamedics.de;Herstellerwechsel;N/A;N/A;06.03.2024;Nein;Injektionslösung;weder versrel noch verskri
09670044;2197976;LE2025004200;LE2025001060;Änderungsmeldung;28.03.2025;01.12.2026;27.11.2025;Sonstige;Atorvastatin Aristo 80 mg Filmtabletten;C10AA05;Atorvastatin-Calcium-Trihydrat (Ph.Eur.);nein;Aristo Pharma GmbH;N/A;info@aristo-pharma.de;Erhöhte Nachfrage;N/A;N/A;28.03.2025;Vorgesehen;Filmtablette;versrel
09670050;2197976;LE2025004200;LE2025001060;Änderungsmeldung;28.03.2025;01.12.2026;27.11.2025;Sonstige;Atorvastatin Aristo 80 mg Filmtabletten;C10AA05;Atorvastatin-Calcium-Trihydrat (Ph.Eur.);nein;Aristo Pharma GmbH;N/A;info@aristo-pharma.de;Erhöhte Nachfrage;N/A;N/A;28.03.2025;Vorgesehen;Filmtablette;versrel
09670067;2197976;LE2025004200;LE2025001060;Änderungsmeldung;28.03.2025;01.12.2026;27.11.2025;Sonstige;Atorvastatin Aristo 80 mg Filmtabletten;C10AA05;Atorvastatin-Calcium-Trihydrat (Ph.Eur.);nein;Aristo Pharma GmbH;N/A;info@aristo-pharma.de;Erhöhte Nachfrage;N/A;N/A;28.03.2025;Vorgesehen;Filmtablette;versrel
13248285;2163101;LE2025004189;LE2025002883;Änderungsmeldung;17.07.2025;31.12.2026;26.11.2025;Produktionsproblem;Gabapentin Holsten 800 mg Filmtabletten;N03AX12;Gabapentin;nein;Holsten Pharma GmbH;N/A;y.maniya@holstenpharma.de;Herstellerwechsel;N/A;Gabapentin Holsten 800 mg Filmtabletten - Einreichungsnummer: 2163101;12.08.2025;Vorgesehen;Filmtablette;versrel
13248322;2163101;LE2025004189;LE2025002883;Änderungsmeldung;17.07.2025;31.12.2026;26.11.2025;Produktionsproblem;Gabapentin Holsten 800 mg Filmtabletten;N03AX12;Gabapentin;nein;Holsten Pharma GmbH;N/A;y.maniya@holstenpharma.de;Herstellerwechsel;N/A;Gabapentin Holsten 800 mg Filmtabletten - Einreichungsnummer: 2163101;12.08.2025;Vorgesehen;Filmtablette;versrel
05376371;2705660, 2705664;LE2025004090;LE2025004002;Änderungsmeldung;01.09.2026;01.05.2027;18.11.2025;Produktionsproblem;Javlor 25 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x2ml);L01CA05;Vinfluninbis[(R,R)-tartrat];ja;Pierre Fabre Medicament;076145261234;zulassung_de@pierre-fabre.com;Probleme in der Herstellung;siehe ESMP-Meldung und Attachment;Javlor 25 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x10ml) - Einreichungsnummer: 2705664;10.11.2025;Nein;Konzentrat zur Herstellung einer Infusionslösung;weder versrel noch verskri
05376419;2705660, 2705664;LE2025004090;LE2025004002;Änderungsmeldung;01.09.2026;01.05.2027;18.11.2025;Produktionsproblem;Javlor 25 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x2ml);L01CA05;Vinfluninbis[(R,R)-tartrat];ja;Pierre Fabre Medicament;076145261234;zulassung_de@pierre-fabre.com;Probleme in der Herstellung;siehe ESMP-Meldung und Attachment;Javlor 25 mg/ml Konzentrat zur Herstellung einer Infusionslösung - OP(1x10ml) - Einreichungsnummer: 2705664;10.11.2025;Nein;Konzentrat zur Herstellung einer Infusionslösung;weder versrel noch verskri
16702543;2202005;LE2025004042;N/A;Erstmeldung;03.11.2025;30.06.2026;12.11.2025;Sonstige;Urapidil PUREN 60 mg Retardkapseln;C02CA06;Urapidil;ja;PUREN Pharma GmbH & Co. KG;N/A;ATsiboukis@puren-pharma.de;Erhöhte Nachfrage;Erhöhte Verküfe;N/A;12.11.2025;Vorgesehen;Hartkapsel, retardiert;versrel
02421964;2144586;LE2025004011;LE2025003714;Änderungsmeldung;27.10.2025;24.10.2030;10.11.2025;Sonstige;Nimodipin Hexal 30mg;C08CA06;Nimodipin;ja;H e x a l  Aktiengesellschaft;N/A;service@hexal.com;Sonstige;Die Herstellung musste aus produktionstechnischen Gründen eingestellt werden. Aus diesem Grund wird das Einstellen des Inverkehrbringens für das Produkt vorbereitet;N/A;24.10.2025;Ja;Filmtablette;versrel
02421970;2144586;LE2025004011;LE2025003714;Änderungsmeldung;27.10.2025;24.10.2030;10.11.2025;Sonstige;Nimodipin Hexal 30mg;C08CA06;Nimodipin;ja;H e x a l  Aktiengesellschaft;N/A;service@hexal.com;Sonstige;Die Herstellung musste aus produktionstechnischen Gründen eingestellt werden. Aus diesem Grund wird das Einstellen des Inverkehrbringens für das Produkt vorbereitet;N/A;24.10.2025;Ja;Filmtablette;versrel
02421987;2144586;LE2025004011;LE2025003714;Änderungsmeldung;27.10.2025;24.10.2030;10.11.2025;Sonstige;Nimodipin Hexal 30mg;C08CA06;Nimodipin;ja;H e x a l  Aktiengesellschaft;N/A;service@hexal.com;Sonstige;Die Herstellung musste aus produktionstechnischen Gründen eingestellt werden. Aus diesem Grund wird das Einstellen des Inverkehrbringens für das Produkt vorbereitet;N/A;24.10.2025;Ja;Filmtablette;versrel
11595261;2181677;LE2025003990;N/A;Erstmeldung;14.11.2025;07.08.2026;07.11.2025;Sonstige;Tolterodin-Aristo 1 mg Filmtabletten;G04BD07;Tolterodintartrat;nein;Aristo Pharma GmbH;N/A;info@aristo-pharma.de;Erhöhte Nachfrage;N/A;N/A;07.11.2025;Vorgesehen;Filmtablette;weder versrel noch verskri
11595290;2181678;LE2025003989;N/A;Erstmeldung;07.11.2025;07.08.2026;07.11.2025;Sonstige;Tolterodin-Aristo 2 mg Filmtabletten;G04BD07;Tolterodintartrat;nein;Aristo Pharma GmbH;N/A;info@aristo-pharma.de;Erhöhte Nachfrage;N/A;N/A;07.11.2025;Vorgesehen;Filmtablette;weder versrel noch verskri
13248173;2158852;LE2025003942;LE2025002991;Änderungsmeldung;04.07.2025;31.12.2026;04.11.2025;Sonstige;Gabapentin Holsten 300 mg Hartkapseln;N03AX12;Gabapentin;nein;Holsten Pharma GmbH;N/A;d.stephan@holstenpharma.de;Erhöhte Nachfrage;N/A;Gabapentin Holsten 300 mg Hartkapseln - Einreichungsnummer: 2158852;21.08.2025;Vorgesehen;Hartkapsel;versrel
17569856;7002482;LE2025003938;LE2025003923;Änderungsmeldung;04.07.2025;30.04.2026;04.11.2025;Sonstige;Mercaptopurin Holsten 50 mg Tabletten;L01BB02;Mercaptopurin;nein;Holsten Pharma GmbH;069962339000;registration@holstenpharma.de;Erhöhte Nachfrage;N/A;Mercaptopurin Holsten 50 mg Tabletten - Einreichungsnummer: 7002482;04.11.2025;Vorgesehen;Tablette;verskri (auch versrel)
14352518;2196161;LE2025003880;LE2024002959;Änderungsmeldung;31.07.2024;04.05.2026;04.11.2025;Sonstige;Atomoxe - 1 A Pharma 100 mg Hartkapseln;N06BA09;Atomoxetinhydrochlorid;nein;1 A Pharma GmbH;N/A;info@1apharma.com;Sonstige;N/A;N/A;07.08.2024;Nein;Hartkapsel;weder versrel noch verskri
14352694;2196161;LE2025003880;LE2024002959;Änderungsmeldung;31.07.2024;04.05.2026;04.11.2025;Sonstige;Atomoxe - 1 A Pharma 100 mg Hartkapseln;N06BA09;Atomoxetinhydrochlorid;nein;1 A Pharma GmbH;N/A;info@1apharma.com;Sonstige;N/A;N/A;07.08.2024;Nein;Hartkapsel;weder versrel noch verskri
14352257;2196157;LE2025003877;LE2024002961;Änderungsmeldung;31.07.2024;04.05.2026;04.11.2025;Sonstige;Atomoxe - 1 A Pharma 25 mg Hartkapseln;N06BA09;Atomoxetinhydrochlorid;nein;1 A Pharma GmbH;N/A;info@1apharma.com;Sonstige;N/A;N/A;07.08.2024;Nein;Hartkapsel;weder versrel noch verskri
14352292;2196157;LE2025003877;LE2024002961;Änderungsmeldung;31.07.2024;04.05.2026;04.11.2025;Sonstige;Atomoxe - 1 A Pharma 25 mg Hartkapseln;N06BA09;Atomoxetinhydrochlorid;nein;1 A Pharma GmbH;N/A;info@1apharma.com;Sonstige;N/A;N/A;07.08.2024;Nein;Hartkapsel;weder versrel noch verskri
14352435;2196157;LE2025003877;LE2024002961;Änderungsmeldung;31.07.2024;04.05.2026;04.11.2025;Sonstige;Atomoxe - 1 A Pharma 25 mg Hartkapseln;N06BA09;Atomoxetinhydrochlorid;nein;1 A Pharma GmbH;N/A;info@1apharma.com;Sonstige;N/A;N/A;07.08.2024;Nein;Hartkapsel;weder versrel noch verskri
14352441;2196158;LE2025003876;LE2024002962;Änderungsmeldung;31.07.2024;04.05.2026;04.11.2025;Sonstige;Atomoxe - 1 A Pharma 40 mg Hartkapseln;N06BA09;Atomoxetinhydrochlorid;nein;1 A Pharma GmbH;N/A;info@1apharma.com;Sonstige;N/A;N/A;07.08.2024;Nein;Hartkapsel;weder versrel noch verskri
14352458;2196158;LE2025003876;LE2024002962;Änderungsmeldung;31.07.2024;04.05.2026;04.11.2025;Sonstige;Atomoxe - 1 A Pharma 40 mg Hartkapseln;N06BA09;Atomoxetinhydrochlorid;nein;1 A Pharma GmbH;N/A;info@1apharma.com;Sonstige;N/A;N/A;07.08.2024;Nein;Hartkapsel;weder versrel noch verskri
14352464;2196158;LE2025003876;LE2024002962;Änderungsmeldung;31.07.2024;04.05.2026;04.11.2025;Sonstige;Atomoxe - 1 A Pharma 40 mg Hartkapseln;N06BA09;Atomoxetinhydrochlorid;nein;1 A Pharma GmbH;N/A;info@1apharma.com;Sonstige;N/A;N/A;07.08.2024;Nein;Hartkapsel;weder versrel noch verskri
14352470;2196159;LE2025003874;LE2024002963;Änderungsmeldung;31.07.2024;04.05.2026;04.11.2025;Sonstige;Atomoxe - 1 A Pharma 60 mg Hartkapseln;N06BA09;Atomoxetinhydrochlorid;nein;1 A Pharma GmbH;N/A;info@1apharma.com;Sonstige;N/A;N/A;07.08.2024;Nein;Hartkapsel;weder versrel noch verskri
14352487;2196159;LE2025003874;LE2024002963;Änderungsmeldung;31.07.2024;04.05.2026;04.11.2025;Sonstige;Atomoxe - 1 A Pharma 60 mg Hartkapseln;N06BA09;Atomoxetinhydrochlorid;nein;1 A Pharma GmbH;N/A;info@1apharma.com;Sonstige;N/A;N/A;07.08.2024;Nein;Hartkapsel;weder versrel noch verskri
14352493;2196160;LE2025003873;LE2024002965;Änderungsmeldung;31.07.2024;04.05.2026;04.11.2025;Sonstige;Atomoxe - 1 A Pharma 80 mg Hartkapseln;N06BA09;Atomoxetinhydrochlorid;nein;1 A Pharma GmbH;N/A;info@1apharma.com;Sonstige;N/A;N/A;07.08.2024;Nein;Hartkapsel;weder versrel noch verskri
14352501;2196160;LE2025003873;LE2024002965;Änderungsmeldung;31.07.2024;04.05.2026;04.11.2025;Sonstige;Atomoxe - 1 A Pharma 80 mg Hartkapseln;N06BA09;Atomoxetinhydrochlorid;nein;1 A Pharma GmbH;N/A;info@1apharma.com;Sonstige;N/A;N/A;07.08.2024;Nein;Hartkapsel;weder versrel noch verskri
20083293;2670699;LE2025003774;N/A;Erstmeldung;17.09.2025;26.06.2026;28.10.2025;Produktionsproblem;Scintimun;V09HA03;Besilesomab;nein;TELIX INNOVATIONS;0032473436126;caroline.defraiteur@telixpharma.com;Probleme in der Herstellung;Please refer to the EMA shortage notification form dated from 26 August 2025;EFDEGE 1 GBq/ml, Injektionslösung - Einreichungsnummer: 2159726;28.10.2025;Nein;Pulver,Pulver;weder versrel noch verskri
20083293;2670699;LE2025003773;N/A;Erstmeldung;17.09.2025;26.06.2026;28.10.2025;Produktionsproblem;Scintimun;V09HA03;Besilesomab;nein;TELIX INNOVATIONS;0032473436126;caroline.defraiteur@telixpharma.com;Probleme in der Herstellung;Please refer to the EMA shortage notification form dated from 26 August 2025;EFDEGE 1 GBq/ml, Injektionslösung - Einreichungsnummer: 2159726;28.10.2025;Nein;Pulver,Pulver;weder versrel noch verskri
08778093;2700480;LE2025003708;LE2025001911;Änderungsmeldung;09.06.2025;30.06.2027;23.10.2025;Sonstige;NeoRecormon 5000 IE Injektionslösung in Fertigspritze - OP6;B03XA;Epoetin beta;ja;Roche Registration GmbH;07626142106;grenzach.dra@roche.com;Unzureichende Produktionskapazitäten;N/A;NeoRecormon 5000 IE Injektionslösung in Fertigspritze - OP6 - Einreichungsnummer: 2793449;03.06.2025;Vorgesehen;Injektionslösung;versrel
08778087;2700478;LE2025003707;LE2025002283;Änderungsmeldung;07.07.2025;30.06.2027;23.10.2025;Sonstige;NeoRecormon 3000 IE Injektionslösung in Fertigspritze - OP6;B03XA;Epoetin beta;ja;Roche Registration GmbH;N/A;grenzach.dra@roche.com;Unzureichende Produktionskapazitäten;Shutdown for annex I implementation;NeoRecormon 3000 IE Injektionslösung in Fertigspritze - OP1 - Einreichungsnummer: 2700477;02.07.2025;Vorgesehen;Injektionslösung;versrel
00364825;2701081;LE2025003706;LE2025002503;Änderungsmeldung;21.07.2025;30.06.2027;23.10.2025;Sonstige;NeoRecormon 4000 IE Injektionslösung in Fertigspritze - OP6;B03XA;Epoetin beta;ja;Roche Registration GmbH;N/A;grenzach.dra@roche.com;Unzureichende Produktionskapazitäten;Shutdown for Annex I Implementation;NeoRecormon 4000 IE Injektionslösung in Fertigspritze - OP1 - Einreichungsnummer: 2701080;17.07.2025;Vorgesehen;Injektionslösung;versrel
08778070;2700476;LE2025003705;LE2025002624;Änderungsmeldung;04.08.2025;30.06.2027;23.10.2025;Sonstige;NeoRecormon 2000 IE Injektionslösung in Fertigspritze - OP6;B03XA;Epoetin beta;ja;Roche Registration GmbH;N/A;grenzach.dra@roche.com;Unzureichende Produktionskapazitäten;Shutdown for annex I implementation;NeoRecormon 2000 IE Injektionslösung in Fertigspritze - OP6 - Einreichungsnummer: 2793868;29.07.2025;Vorgesehen;Injektionslösung;versrel
15379123;2180762;LE2025003698;N/A;Erstmeldung;01.10.2025;30.06.2026;22.10.2025;Produktionsproblem;Quetiapin Accord 400 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;Accord Healthcare B.V.;N/A;martin_anders@accord-healthcare.com;Probleme in der Herstellung;N/A;N/A;22.10.2025;Vorgesehen;Retardtablette;weder versrel noch verskri
15379152;2180762;LE2025003698;N/A;Erstmeldung;01.10.2025;30.06.2026;22.10.2025;Produktionsproblem;Quetiapin Accord 400 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;Accord Healthcare B.V.;N/A;martin_anders@accord-healthcare.com;Probleme in der Herstellung;N/A;N/A;22.10.2025;Vorgesehen;Retardtablette;weder versrel noch verskri
15379169;2180762;LE2025003698;N/A;Erstmeldung;01.10.2025;30.06.2026;22.10.2025;Produktionsproblem;Quetiapin Accord 400 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;Accord Healthcare B.V.;N/A;martin_anders@accord-healthcare.com;Probleme in der Herstellung;N/A;N/A;22.10.2025;Vorgesehen;Retardtablette;weder versrel noch verskri
15379040;2180760;LE2025003697;N/A;Erstmeldung;01.10.2025;30.06.2026;22.10.2025;Produktionsproblem;Quetiapin Accord 200 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;Accord Healthcare B.V.;N/A;martin_anders@accord-healthcare.com;Probleme in der Herstellung;N/A;N/A;22.10.2025;Vorgesehen;Retardtablette;weder versrel noch verskri
15379057;2180760;LE2025003697;N/A;Erstmeldung;01.10.2025;30.06.2026;22.10.2025;Produktionsproblem;Quetiapin Accord 200 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;Accord Healthcare B.V.;N/A;martin_anders@accord-healthcare.com;Probleme in der Herstellung;N/A;N/A;22.10.2025;Vorgesehen;Retardtablette;weder versrel noch verskri
15379063;2180760;LE2025003697;N/A;Erstmeldung;01.10.2025;30.06.2026;22.10.2025;Produktionsproblem;Quetiapin Accord 200 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;Accord Healthcare B.V.;N/A;martin_anders@accord-healthcare.com;Probleme in der Herstellung;N/A;N/A;22.10.2025;Vorgesehen;Retardtablette;weder versrel noch verskri
15379028;2195359;LE2025003695;N/A;Erstmeldung;01.10.2025;30.06.2026;22.10.2025;Produktionsproblem;Quetiapin Accord 150mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;Accord Healthcare B.V.;N/A;martin_anders@accord-healthcare.com;Probleme in der Herstellung;N/A;N/A;22.10.2025;Vorgesehen;Retardtablette;weder versrel noch verskri
15379034;2195359;LE2025003695;N/A;Erstmeldung;01.10.2025;30.06.2026;22.10.2025;Produktionsproblem;Quetiapin Accord 150mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;Accord Healthcare B.V.;N/A;martin_anders@accord-healthcare.com;Probleme in der Herstellung;N/A;N/A;22.10.2025;Vorgesehen;Retardtablette;weder versrel noch verskri
15427773;2195359;LE2025003695;N/A;Erstmeldung;01.10.2025;30.06.2026;22.10.2025;Produktionsproblem;Quetiapin Accord 150mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;Accord Healthcare B.V.;N/A;martin_anders@accord-healthcare.com;Probleme in der Herstellung;N/A;N/A;22.10.2025;Vorgesehen;Retardtablette;weder versrel noch verskri
15378997;2188137;LE2025003694;LE2025002454;Änderungsmeldung;01.07.2025;30.06.2026;22.10.2025;Produktionsproblem;Quetiapin Accord 50 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;Accord Healthcare B.V.;N/A;martin_anders@accord-healthcare.com;Probleme in der Herstellung;N/A;N/A;14.07.2025;Nein;Retardtablette;weder versrel noch verskri
15379005;2188137;LE2025003694;LE2025002454;Änderungsmeldung;01.07.2025;30.06.2026;22.10.2025;Produktionsproblem;Quetiapin Accord 50 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;Accord Healthcare B.V.;N/A;martin_anders@accord-healthcare.com;Probleme in der Herstellung;N/A;N/A;14.07.2025;Nein;Retardtablette;weder versrel noch verskri
15379011;2188137;LE2025003694;LE2025002454;Änderungsmeldung;01.07.2025;30.06.2026;22.10.2025;Produktionsproblem;Quetiapin Accord 50 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;Accord Healthcare B.V.;N/A;martin_anders@accord-healthcare.com;Probleme in der Herstellung;N/A;N/A;14.07.2025;Nein;Retardtablette;weder versrel noch verskri
15379086;2180761;LE2025003693;LE2025002455;Änderungsmeldung;01.07.2025;30.06.2026;22.10.2025;Produktionsproblem;Quetiapin Accord 300 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;Accord Healthcare B.V.;N/A;martin_anders@accord-healthcare.com;Probleme in der Herstellung;N/A;N/A;14.07.2025;Nein;Retardtablette;weder versrel noch verskri
15379100;2180761;LE2025003693;LE2025002455;Änderungsmeldung;01.07.2025;30.06.2026;22.10.2025;Produktionsproblem;Quetiapin Accord 300 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;Accord Healthcare B.V.;N/A;martin_anders@accord-healthcare.com;Probleme in der Herstellung;N/A;N/A;14.07.2025;Nein;Retardtablette;weder versrel noch verskri
15379117;2180761;LE2025003693;LE2025002455;Änderungsmeldung;01.07.2025;30.06.2026;22.10.2025;Produktionsproblem;Quetiapin Accord 300 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;Accord Healthcare B.V.;N/A;martin_anders@accord-healthcare.com;Probleme in der Herstellung;N/A;N/A;14.07.2025;Nein;Retardtablette;weder versrel noch verskri
07428793;2142105;LE2025003582;LE2023003446;Änderungsmeldung;30.09.2023;29.09.2027;13.10.2025;Sonstige;Nimbex 10mg;M03AC11;Cisatracuriumbesilat;nein;Aspen Pharma Trading Limited;+49 89  93 08 38 00;de-info@aspenpharma.eu;Sonstige;N/A;Nimbex 5mg - Einreichungsnummer: 2136267;30.08.2023;Vorgesehen;Injektions-/Infusionslösung;weder versrel noch verskri
10709805;2179894;LE2025003562;N/A;Erstmeldung;01.11.2025;30.06.2026;09.10.2025;Sonstige;Leflunomid Bluefish 20 mg Filmtabletten;L04AA13;Leflunomid;nein;Bluefish Pharmaceuticals AB (publ);N/A;mariam.motamen@bluefishpharma.com;Sonstige;N/A;Leflunomid Heumann 20 mg Filmtabletten - Einreichungsnummer: 2195664;09.10.2025;Nein;Filmtablette;versrel
11266557;2179894;LE2025003562;N/A;Erstmeldung;01.11.2025;30.06.2026;09.10.2025;Sonstige;Leflunomid Bluefish 20 mg Filmtabletten;L04AA13;Leflunomid;nein;Bluefish Pharmaceuticals AB (publ);N/A;mariam.motamen@bluefishpharma.com;Sonstige;N/A;Leflunomid Heumann 20 mg Filmtabletten - Einreichungsnummer: 2195664;09.10.2025;Nein;Filmtablette;versrel
10709797;2179893;LE2025003559;N/A;Erstmeldung;01.11.2025;30.06.2026;09.10.2025;Sonstige;Leflunomid Bluefish 10 mg Filmtabletten;L04AA13;Leflunomid;nein;Bluefish Pharmaceuticals AB (publ);N/A;mariam.motamen@bluefishpharma.com;Sonstige;N/A;Leflunomid Heumann 10 mg Filmtabletten - Einreichungsnummer: 2195663;09.10.2025;Nein;Filmtablette;versrel
11266586;2179893;LE2025003559;N/A;Erstmeldung;01.11.2025;30.06.2026;09.10.2025;Sonstige;Leflunomid Bluefish 10 mg Filmtabletten;L04AA13;Leflunomid;nein;Bluefish Pharmaceuticals AB (publ);N/A;mariam.motamen@bluefishpharma.com;Sonstige;N/A;Leflunomid Heumann 10 mg Filmtabletten - Einreichungsnummer: 2195663;09.10.2025;Nein;Filmtablette;versrel
